"id"	"v_num"	"v_filename"	"v_titleEnhanced_en"	"v_abstractEnhanced_en"	"v_abstractDocumentation_en"
"90"	"90"	"Patent Document 0002381259.zip"	"Method for production of diesel fuel, involves hydrodewaxing of medium-boiling diesel fraction, mixing hydrodewaxed diesel fraction with kerosene fraction, and hydraulically treating mixture on aluminium-cobalt-molybdenum catalyst METHOD PRODUCE DIESEL FUEL HYDRODEWAXING MEDIUM BOILING FRACTION MIX KEROSENE HYDRAULIC TREAT MIXTURE ALUMINIUM COBALT MOLYBDENUM CATALYST Method for production of diesel fuel, involves hydrodewaxing of medium-boiling diesel fraction, mixing hydrodewaxed diesel fraction with kerosene fraction, and hydraulically treating mixture on aluminium-cobalt-molybdenum catalyst"	"Present invention is related to the field of oil processing, more precisely, to method for production of diesel fuel intended for use under conditions of low temperatures in the environment. Invention is related to method for production of diesel fuel, including hydrodewaxing of medium-boiling diesel fraction, which boils away in the range of 240-340 degrees C on zeolite-containing catalyst, mixing of hydrodewaxed diesel fraction with kerosene fraction in the following ratio, wt %: 40-80:20-60 and hydraulic treatment of mixture on aluminium-cobalt-molybdenum or aluminium-nickel-molybdenum catalyst at increased temperature and pressure to produce finished product. Technological processes. Production of diesel fuel for cold and arctic climate, with content of sulfur level that complies with according European standards and requirements of GOST R 52368-2005. 4 cl, 3 ex Present invention is related to the field of oil processing, more precisely, to method for production of diesel fuel intended for use under conditions of low temperatures in the environment. Invention is related to method for production of diesel fuel, including hydrodewaxing of medium-boiling diesel fraction, which boils away in the range of 240-340°C on zeolite-containing catalyst, mixing of hydrodewaxed diesel fraction with kerosene fraction in the following ratio, wt %: 40-80:20-60 and hydraulic treatment of mixture on aluminium-cobalt-molybdenum or aluminium-nickel-molybdenum catalyst at increased temperature and pressure to produce finished product. Technological processes. Production of diesel fuel for cold and arctic climate, with content of sulfur level that complies with according European standards and requirements of GOST R 52368-2005. 4 cl, 3 ex"	""
"91"	"91"	"Patent Document 0002386669.zip"	"Method of catalytic hudrogen cracking of hydrocarbon raw material for receiving of ultra low-sulphur light diesel fuel METHOD CATALYST CRACK HYDROCARBON RAW MATERIAL RECEIVE ULTRA LOW SULPHUR LIGHT DIESEL FUEL Method of catalytic hudrogen cracking of hydrocarbon raw material for receiving of ultra low-sulphur light diesel fuel"	"It is described method of catalytic hydrogen cracking, provided for manufacturing of ultra low-sulphur diesel-fuel oil and which provides implementation of hydrogen cracking of hydrocarbon basic at increased values of temperature and pressure. Formed as a result flow flowing out from the zone of hydrogen cracking is stripped by hydrogen in corresponding area of implementation of stripping in which it is held, in essence, the same pressure which exists in the area of hydrogen cracking with formation at that the first gas hydrocarbon stream and the first liquid hydrocarbon flow. The first gas hydrocarbon stream containing carbohydrates, boiling point of which is in the same range that for diesel fuel, it is introduced into desulfurisation area and then partly condensed with receiving at that enriched by hydrogen gas flow and the second liquid hydrocarbon flow, containing carbohydrates, boiling point of which is in the same range as for diesel fuel. The first liquid flow is separated with receiving herewith of the third liquid hydrocarbon flow containing hydrocarbons, boiling point of which is in the same range as for diesel fuel, herewith this third flow is also introduced into desulfurisation zone. In conclusion it is provided capture of oil product flow, received in the form of ultra low-sulphur diesel fuel. Oil-and-gas production. Increasing of yield of ultra low-sulphur diesel fuel. 11 cl, 1 ex, 3 tbl, 1 dwg It is described method of catalytic hydrogen cracking, provided for manufacturing of ultra low-sulphur diesel-fuel oil and which provides implementation of hydrogen cracking of hydrocarbon basic at increased values of temperature and pressure. Formed as a result flow flowing out from the zone of hydrogen cracking is stripped by hydrogen in corresponding area of implementation of stripping in which it is held, in essence, the same pressure which exists in the area of hydrogen cracking with formation at that the first gas hydrocarbon stream and the first liquid hydrocarbon flow. The first gas hydrocarbon stream containing carbohydrates, boiling point of which is in the same range that for diesel fuel, it is introduced into desulfurisation area and then partly condensed with receiving at that enriched by hydrogen gas flow and the second liquid hydrocarbon flow, containing carbohydrates, boiling point of which is in the same range as for diesel fuel. The first liquid flow is separated with receiving herewith of the third liquid hydrocarbon flow containing hydrocarbons, boiling point of which is in the same range as for diesel fuel, herewith this third flow is also introduced into desulfurisation zone. In conclusion it is provided capture of oil product flow, received in the form of ultra low-sulphur diesel fuel. Oil-and-gas production. Increasing of yield of ultra low-sulphur diesel fuel. 11 cl, 1 ex, 3 tbl, 1 dwg"	""
"92"	"92"	"Patent Document 0002393201.zip"	""	""	""
"93"	"93"	"Patent Document 0002412977.zip"	"Combined manufacturing method of ultralow sulphur-bearing diesel fuel and low-sulphur boiler fuel COMBINATION MANUFACTURE METHOD SULPHUR BEARING DIESEL FUEL LOW BOILER Combined manufacturing method of ultralow sulphur-bearing diesel fuel and low-sulphur boiler fuel"	"Invention refers to hydrocracking of hydrocarbon material. Invention refers to the hydrocracking method for obtaining ultralow sulphur-bearing diesel fuel, which involves the following: (a) interaction of the first hydrocarbon raw material (1) with hydrogen (28) in hydrocracking zone (3), which contains catalyst of hydrocracking; and as a result, hydrocarbons are obtained with boiling limits of diesel fuel; (b) introduction of output flow (4) obtained at stage (a) from hydrocracking zone and the second hydrocarbon raw material (5) to the first desulphuration zone (7) containing desulphuration catalyst; as a result, the first output flow (8) from desulphuration zone is obtained; (c) direction of the first output flow (8) from desulphuration zone to hot steam-liquid high-pressure separator (9) so that the first vaporous hydrocarbon flow (10) containing hydrogen and the first liquid hydrocarbon flow (25) is obtained; (d) introduction of the first vaporous hydrocarbon flow containing hydrogen and the third hydrocarbon raw material (11) containing hydrocarbons with boiling limits of diesel fuel to the second desulphuration zone (14) containing desulphuration catalyst; and as a result, output flow (15) from the second desulphuration zone is obtained; (e) direction of output flow (15) from the second desulphuration zone to cold vapour-liquid separator (18); as a result, gaseous flow (26) saturated with hydrogen and the second liquid hydrocarbon flow (19) is obtained; and (f) direction of the first liquid hydrocarbon flow (25) and the second liquid hydrocarbon flow (19) to separation zone (20); as a result, hydrocarbon flow (24) including hydrocarbons with boiling limits of diesel fuel and hydrocarbon flow (23) containing hydrocarbons boiling at temperature of higher than 565 degrees C is obtained. Oil and gas industry. Obtaining ultralow sulphur-bearing diesel fuel. 10 cl, 1 dwg Invention refers to hydrocracking of hydrocarbon material. Invention refers to the hydrocracking method for obtaining ultralow sulphur-bearing diesel fuel, which involves the following: (a) interaction of the first hydrocarbon raw material (1) with hydrogen (28) in hydrocracking zone (3), which contains catalyst of hydrocracking; and as a result, hydrocarbons are obtained with boiling limits of diesel fuel; (b) introduction of output flow (4) obtained at stage (a) from hydrocracking zone and the second hydrocarbon raw material (5) to the first desulphuration zone (7) containing desulphuration catalyst; as a result, the first output flow (8) from desulphuration zone is obtained; (c) direction of the first output flow (8) from desulphuration zone to hot steam-liquid high-pressure separator (9) so that the first vaporous hydrocarbon flow (10) containing hydrogen and the first liquid hydrocarbon flow (25) is obtained; (d) introduction of the first vaporous hydrocarbon flow containing hydrogen and the third hydrocarbon raw material (11) containing hydrocarbons with boiling limits of diesel fuel to the second desulphuration zone (14) containing desulphuration catalyst; and as a result, output flow (15) from the second desulphuration zone is obtained; (e) direction of output flow (15) from the second desulphuration zone to cold vapour-liquid separator (18); as a result, gaseous flow (26) saturated with hydrogen and the second liquid hydrocarbon flow (19) is obtained; and (f) direction of the first liquid hydrocarbon flow (25) and the second liquid hydrocarbon flow (19) to separation zone (20); as a result, hydrocarbon flow (24) including hydrocarbons with boiling limits of diesel fuel and hydrocarbon flow (23) containing hydrocarbons boiling at temperature of higher than 565°C is obtained. Oil and gas industry. Obtaining ultralow sulphur-bearing diesel fuel. 10 cl, 1 dwg"	""
"94"	"94"	"Patent Document 0002429279.zip"	""	""	""
"95"	"95"	"Patent Document 0002429909.zip"	"Catalyst, preparation method thereof and method of producing diesel fuel from natural raw material CATALYST PREPARATION METHOD PRODUCE DIESEL FUEL NATURAL RAW MATERIAL Catalyst, preparation method thereof and method of producing diesel fuel from natural raw material"	"Described is a catalyst for producing diesel fuel from natural raw material based on crystalline silico aluminophosphate with a zeolite-like structure of the SAPO-31 type, which is modified with a group VIII metal, where degree of dispersion of the group VIII metal in the catalyst composition is higher than 14%. The catalyst is prepared by saturating the starting calcined material, crystalline silico aluminophosphate with a zeolite-like structure of the SAPO-31 type with a solution of a platinum and/or palladium compound such that the amount of metal in the end product is not more than 10.0 wt %, followed by drying and oxidative treatment at temperature not higher than 500 degrees C, while raising temperature in the furnace at a rate not higher than 20 degrees C. The process of producing diesel fuel takes place at temperature not higher than 400 degrees C, pressure not higher than 10 MPa, mass rate of feeding the raw material not higher than 10 h-1, volume ratio of hydrogen to material not higher than 5000, in the presence of the disclosed catalyst in a single step. Chemistry. High stability of the action of the catalyst for single-step hydrotreatment of natural raw material. 6 cl, 1 tbl, 8 ex Described is a catalyst for producing diesel fuel from natural raw material based on crystalline silico aluminophosphate with a zeolite-like structure of the SAPO-31 type, which is modified with a group VIII metal, where degree of dispersion of the group VIII metal in the catalyst composition is higher than 14%. The catalyst is prepared by saturating the starting calcined material, crystalline silico aluminophosphate with a zeolite-like structure of the SAPO-31 type with a solution of a platinum and/or palladium compound such that the amount of metal in the end product is not more than 10.0 wt %, followed by drying and oxidative treatment at temperature not higher than 500°C, while raising temperature in the furnace at a rate not higher than 20°C. The process of producing diesel fuel takes place at temperature not higher than 400°C, pressure not higher than 10 MPa, mass rate of feeding the raw material not higher than 10 h-1, volume ratio of hydrogen to material not higher than 5000, in the presence of the disclosed catalyst in a single step. Chemistry. High stability of the action of the catalyst for single-step hydrotreatment of natural raw material. 6 cl, 1 tbl, 8 ex"	""
"96"	"96"	"Patent Document 0002430144.zip"	"Method for hydrogenation processing of vacuum distillate, involves hydrocracking of vacuum distillate at high temperature and extracting of diesel distillate METHOD HYDROGENATION PROCESS VACUUM DISTIL HYDROCRACKING HIGH TEMPERATURE EXTRACT DIESEL Method for hydrogenation processing of vacuum distillate, involves hydrocracking of vacuum distillate at high temperature and extracting of diesel distillate"	"Invention relates to a method for hydrogenation processing of vacuum distillate, involving mild hydrocracking of vacuum distillate at high temperature and pressure in the presence of a hydrocracking catalyst, followed by extraction of diesel distillate, where the diesel distillate extracted after the mild hydrocracking is split into two streams, one of which, in amount of 10-30 wt %, is taken for mixing with the initial vacuum distillate, and the other, in amount of 90-70 wt %, is taken for further hydrofining to obtain the desired diesel fuel. Chemistry. Reducing content of sulphur in the obtained diesel fuel to less than 50 ppm according to the Euro-4 standard and less than 10 ppm according to the Euro-5 standard. 4 cl, 5 ex Invention relates to a method for hydrogenation processing of vacuum distillate, involving mild hydrocracking of vacuum distillate at high temperature and pressure in the presence of a hydrocracking catalyst, followed by extraction of diesel distillate, where the diesel distillate extracted after the mild hydrocracking is split into two streams, one of which, in amount of 10-30 wt %, is taken for mixing with the initial vacuum distillate, and the other, in amount of 90-70 wt %, is taken for further hydrofining to obtain the desired diesel fuel. Chemistry. Reducing content of sulphur in the obtained diesel fuel to less than 50 ppm according to the Euro-4 standard and less than 10 ppm according to the Euro-5 standard. 4 cl, 5 ex"	""
"97"	"97"	"Patent Document 0002464297.zip"	""	""	""
"98"	"98"	"Patent Document 0002468864.zip"	""	""	""
"99"	"99"	"Patent Document 0002469791.zip"	""	""	""
"100"	"100"	"Patent Document 0002474474.zip"	""	""	""
"101"	"101"	"Patent Document 0002490307.zip"	"Oil processing method nvention is related to oil processing method that includes oil fractionating with production of benzene fraction light gasoil cut heavy gasoil cuts and residue thermal conversion OIL PROCESS METHOD RELATED FRACTIONATE PRODUCE BENZENE FRACTION LIGHT CUT HEAVY RESIDUE THERMAL CONVERT Oil processing method nvention is related to oil processing method that includes oil fractionating with production of benzene fraction light gasoil cut heavy gasoil cuts and residue thermal conversion"	"Invention refers to oil processing industry. The invention is related to oil processing method that includes oil fractionating with production of benzene fraction, light gasoil cut, heavy gasoil cuts and residue; thermal conversion of light gasoil cuts with production of heavy residue of thermal conversion, benzene fraction and light gasoil cut of thermal conversion; hydraulic treatment of the amount of light gasoil cuts and benzene fractions with production of respective hydrogenation products; and stabilisation of hydrogenation products of the amount of light gasoil cuts with production of fuel oil; at that the amount of residues of fractioning and thermal conversion are is subject to hydroconversion with obtainment of hydrogenation products divided into benzene fraction, light gasoil cut and residue drained as boiler fuel for auxiliaries while hydrogenation products of the amount of benzene fractions in result of fractioning, thermal conversion and hydroconversion are subject to catalytic processing in presence of zeolite-containing catalyst with subsequent fractioning of the product and production of stable high-octane petrol; at that the amount of light gasoil cuts in result of fractioning, thermal conversion and hydroconversion is sent to hydraulic treatment. Oil and gas industry. Improvement of ultimate yield of engine fuel and fuel oil, improvement of petrol quality.1 dwg, 1 ex Invention refers to oil processing industry. The invention is related to oil processing method that includes oil fractionating with production of benzene fraction, light gasoil cut, heavy gasoil cuts and residue; thermal conversion of light gasoil cuts with production of heavy residue of thermal conversion, benzene fraction and light gasoil cut of thermal conversion; hydraulic treatment of the amount of light gasoil cuts and benzene fractions with production of respective hydrogenation products; and stabilisation of hydrogenation products of the amount of light gasoil cuts with production of fuel oil; at that the amount of residues of fractioning and thermal conversion are is subject to hydroconversion with obtainment of hydrogenation products divided into benzene fraction, light gasoil cut and residue drained as boiler fuel for auxiliaries while hydrogenation products of the amount of benzene fractions in result of fractioning, thermal conversion and hydroconversion are subject to catalytic processing in presence of zeolite-containing catalyst with subsequent fractioning of the product and production of stable high-octane petrol; at that the amount of light gasoil cuts in result of fractioning, thermal conversion and hydroconversion is sent to hydraulic treatment. Oil and gas industry. Improvement of ultimate yield of engine fuel and fuel oil, improvement of petrol quality.1 dwg, 1 ex"	""
"102"	"102"	"Patent Document 0002491123.zip"	"Method of producing catalyst for hydrofining diesel fuel, involves mixing dry powder of nickel, molybdenum and aluminium oxides METHOD PRODUCE CATALYST HYDROFINING DIESEL FUEL MIX DRY POWDER NICKEL MOLYBDENUM ALUMINIUM Method of producing catalyst for hydrofining diesel fuel, involves mixing dry powder of nickel, molybdenum and aluminium oxides"	"Invention relates to catalytic chemistry, particularly a method of producing aluminium-nickel-molybdenum catalysts for hydrofining diesel fuel by self-propagating high-temperature synthesis through an intermetallic alloy step. The method of producing the catalyst involves mixing dry powder of nickel, molybdenum and aluminium oxides in ratio of 35-67% molybdenum oxide, 9-17% nickel oxide, aluminium oxide - the balance; the obtained mixture is used to mould pellets of given size and mass, which are then placed into a refractory mould with an inner high-temperature protective coating; Said mould is placed a centrifuge and then rotated with centrifugal acceleration of 4-80 g, where g gravitational acceleration; during rotation of the centrifuge, the pellets are burnt and the combustion process is maintained in an air atmosphere at temperature higher than the melting point of components of the mixture of the pellets until an intermetallic alloy is obtained; after removing from the centrifuge, the obtained alloy is then successively leached from aluminium with an alkali metal hydroxide solution for 20-60 minutes, washed and stabilised with 10% citric acid solution and 1% hydrogen peroxide solution. Chemistry. Fewer steps of preparing the catalyst and obtaining a highly active catalyst.4 tbl, 4 ex Invention relates to catalytic chemistry, particularly a method of producing aluminium-nickel-molybdenum catalysts for hydrofining diesel fuel by self-propagating high-temperature synthesis through an intermetallic alloy step. The method of producing the catalyst involves mixing dry powder of nickel, molybdenum and aluminium oxides in ratio of 35-67% molybdenum oxide, 9-17% nickel oxide, aluminium oxide - the balance; the obtained mixture is used to mould pellets of given size and mass, which are then placed into a refractory mould with an inner high-temperature protective coating; Said mould is placed a centrifuge and then rotated with centrifugal acceleration of 4-80 g, where g gravitational acceleration; during rotation of the centrifuge, the pellets are burnt and the combustion process is maintained in an air atmosphere at temperature higher than the melting point of components of the mixture of the pellets until an intermetallic alloy is obtained; after removing from the centrifuge, the obtained alloy is then successively leached from aluminium with an alkali metal hydroxide solution for 20-60 minutes, washed and stabilised with 10% citric acid solution and 1% hydrogen peroxide solution. Chemistry. Fewer steps of preparing the catalyst and obtaining a highly active catalyst.4 tbl, 4 ex"	""
"103"	"103"	"Patent Document 0002496574.zip"	"Catalyst for hydrofining diesel fractions, has catalyst for hydrofining diesel fractions, which contains molybdenum disulphide, cobalt and nickel CATALYST HYDROFINING DIESEL FRACTION CONTAIN MOLYBDENUM COBALT NICKEL Catalyst for hydrofining diesel fractions, has catalyst for hydrofining diesel fractions, which contains molybdenum disulphide, cobalt and nickel"	"Invention relates to catalysis. Described is a catalyst for hydrofining diesel fractions, which contains molybdenum disulphide, cobalt, nickel or iron, pseudoboehmite gama-AlOOH, obtained from electroexplosive aluminium nitride, which contains as a modifying additive nanodiamonds with size of not more than 20 nm, with the following ratio of components, wt %: pseudoboehmite - 10, nanodiamonds - 20, cobalt, nickel or iron - 20-30, molybdenum disulphide - the balance. Chemistry. High mechanical stability of the catalyst.2 cl, 1 tbl, 5 ex Invention relates to catalysis. Described is a catalyst for hydrofining diesel fractions, which contains molybdenum disulphide, cobalt, nickel or iron, pseudoboehmite gama-AlOOH, obtained from electroexplosive aluminium nitride, which contains as a modifying additive nanodiamonds with size of not more than 20 nm, with the following ratio of components, wt %: pseudoboehmite - 10, nanodiamonds - 20, cobalt, nickel or iron - 20-30, molybdenum disulphide - the balance. Chemistry. High mechanical stability of the catalyst.2 cl, 1 tbl, 5 ex"	""
"104"	"104"	"Patent Document 0002498849.zip"	""	""	""
"105"	"105"	"Patent Document 0002500475.zip"	"Method of activation of catalysts for diesel fuel hydrofiningInvention relates to activation of catalysts for diesel fuel hydrofining and can be used in oil processing and petrochemical METHOD ACTIVATE CATALYST DIESEL FUEL RELATED HYDROFINING CAN OIL PROCESS PETROCHEMICAL Method of activation of catalysts for diesel fuel hydrofiningInvention relates to activation of catalysts for diesel fuel hydrofining and can be used in oil processing and petrochemical"	"Invention relates to activation of catalysts for diesel fuel hydrofining and can be used in oil processing and petrochemical industries. Activation of nickel-molybdenum-alumina catalysts comprises bringing the catalyst in contact with the solution of ferriphenyl siloxane in organic solvent at cavitation hydrodynamic processing in bubble-cavitation layer of inert gas inside cavitation flow reactor at oscillation intensity of 0.25-0.55 W/m2 and 15-45 degrees C for 5-25 min. Then, catalyst is cured in organic solvent at a room temperature, solvent is stripped and catalyst if dried and heat-treated. Process engineering. Higher desulfurising activity.2 cl, 4 ex, 7 tbl Invention relates to activation of catalysts for diesel fuel hydrofining and can be used in oil processing and petrochemical industries. Activation of nickel-molybdenum-alumina catalysts comprises bringing the catalyst in contact with the solution of ferriphenyl siloxane in organic solvent at cavitation hydrodynamic processing in bubble-cavitation layer of inert gas inside cavitation flow reactor at oscillation intensity of 0.25-0.55 W/m2 and 15-45°C for 5-25 min. Then, catalyst is cured in organic solvent at a room temperature, solvent is stripped and catalyst if dried and heat-treated. Process engineering. Higher desulfurising activity.2 cl, 4 ex, 7 tbl"	""
"106"	"106"	"Patent Document 0002509142.zip"	""	""	""
"107"	"107"	"Patent Document 0002517639.zip"	""	""	""
"108"	"108"	"Patent Document 0002527564.zip"	"Method of manufacturing waxy diesel fuel, involves hydrogenating processing of crude oil in presence of catalysts at higher temperatures and pressure, and rectification of hydrogenisate METHOD MANUFACTURE WAX DIESEL FUEL HYDROGENATION PROCESS CRUDE OIL PRESENCE CATALYST HIGH TEMPERATURE PRESSURE RECTIFY Method of manufacturing waxy diesel fuel, involves hydrogenating processing of crude oil in presence of catalysts at higher temperatures and pressure, and rectification of hydrogenisate"	"Invention relates to a method of manufacturing waxy Diesel fuel by hydrogenating processing of crude oil in the presence of a catalysts at higher temperatures and pressure, and further rectification of hydrogenisate with the separation of light and heavy Diesel fractions, which are further mixed, where as crude oil used is a mixture of gasoil of direct distillation of crude oil and a gasoline fraction of delayed coking, in a ratio from 95:5 wt % to 70:30 wt %, which is successively subjected to hydropurification, catalytic hydrodeparaffinisation and additional hydropurification, with a volume of the catalysts from the entire charge constituting: of hydropurification 45-65 wt %, catalytic hydrodeparaffinisation - 20-35 wt %, additional hydropurification - 10-30 wt %. Chemistry. Method makes it possible to extend raw material resources for the production of deficit waxy Diesel for land transport, exploited under conditions of cold and Arctic climate, due to inclusion into the composition of wide gasoline fraction of delayed coking.3 cl, 3 ex Invention relates to a method of manufacturing waxy Diesel fuel by hydrogenating processing of crude oil in the presence of a catalysts at higher temperatures and pressure, and further rectification of hydrogenisate with the separation of light and heavy Diesel fractions, which are further mixed, where as crude oil used is a mixture of gasoil of direct distillation of crude oil and a gasoline fraction of delayed coking, in a ratio from 95:5 wt % to 70:30 wt %, which is successively subjected to hydropurification, catalytic hydrodeparaffinisation and additional hydropurification, with a volume of the catalysts from the entire charge constituting: of hydropurification 45-65 wt %, catalytic hydrodeparaffinisation - 20-35 wt %, additional hydropurification - 10-30 wt %. Chemistry. Method makes it possible to extend raw material resources for the production of deficit waxy Diesel for land transport, exploited under conditions of cold and Arctic climate, due to inclusion into the composition of wide gasoline fraction of delayed coking.3 cl, 3 ex"	""
"109"	"109"	"Patent Document 0002528986.zip"	"Production of super low-sulphur diesel fractions, involves hydrorefining at higher temperatures and pressure at alumocobalt molybdenum catalysts PRODUCE SUPER LOW SULPHUR DIESEL FRACTION HYDROREFINING HIGH TEMPERATURE PRESSURE MOLYBDENUM CATALYST Production of super low-sulphur diesel fractions, involves hydrorefining at higher temperatures and pressure at alumocobalt molybdenum catalysts"	"Invention relates to production of super low-sulphur diesel fractions by hydrorefining at higher temperatures and pressure at alumocobalt (or nickel) molybdenum catalysts. Said hydrorefining is conducted 360-400 degrees C, at least 30 atm, weight hour space velocity not over 1h-1, hydrogen-to-stock ratio of at least 300 nm3/m3.Catalyst is obtained by adsorption of active components from low-percentage water solution of salts on the surface of aluminium oxide carriers in two steps with intermediate drying: MoO3, is obtained at first step, CoO(NiO).MoO3 or CoO(NiO) is obtained at second step. Oil-and-gas industry. Production of super low-sulphur diesel fractions.2 cl, 2 dwg, 7 tbl, 3 ex Invention relates to production of super low-sulphur diesel fractions by hydrorefining at higher temperatures and pressure at alumocobalt (or nickel) molybdenum catalysts. Said hydrorefining is conducted 360-400°C, at least 30 atm, weight hour space velocity not over 1h-1, hydrogen-to-stock ratio of at least 300 nm3/m3.Catalyst is obtained by adsorption of active components from low-percentage water solution of salts on the surface of aluminium oxide carriers in two steps with intermediate drying: MoO3, is obtained at first step, CoO(NiO).MoO3 or CoO(NiO) is obtained at second step. Oil-and-gas industry. Production of super low-sulphur diesel fractions.2 cl, 2 dwg, 7 tbl, 3 ex"	""
"110"	"110"	"Patent Document 0002531592.zip"	""	""	""
"111"	"111"	"Patent Document 0002535213.zip"	"Catalyst and method for hydroisomerisation of diesel distillates using said catalyst CATALYST METHOD HYDROISOMERISATION DIESEL DISTIL Catalyst and method for hydroisomerisation of diesel distillates using said catalyst"	"Invention relates to oil refining, particularly catalysts for hydroisomerisation of oil stock. The disclosed catalyst includes a hydrogenating metal component on a support comprising zeolite and aluminium oxide. The hydrogenating metal component used is base metals Ni, Mo, W or mixtures thereof and noble metals Pd and Ir, and the zeolite is a mixture of medium-pore zeolite TSVN with a pentasil structure and a wide-pore ultrastable zeolite USY. Content of acidic sites in the disclosed catalyst is in the range of 400-600 mcmol/g. The catalyst further contains a boron oxide or phosphorus oxide promoter. The disclosed catalyst has the following ratio of components, wt %: base metals - 7-12, noble metals - 0.1-1.0; zeolite mixture - 60-70; promoter - 0.5-4.0; aluminium oxide - up to 100. The invention also relates to a method for hydroisomerisation of oil stock in the presence of said catalyst. Chemistry. Disclosed catalyst and method for isomerisation of oil stock using said catalyst enable to obtain high-quality winter and arctic grade diesel fuels with high output.5 cl, 2 tbl, 4 ex Invention relates to oil refining, particularly catalysts for hydroisomerisation of oil stock. The disclosed catalyst includes a hydrogenating metal component on a support comprising zeolite and aluminium oxide. The hydrogenating metal component used is base metals Ni, Mo, W or mixtures thereof and noble metals Pd and Ir, and the zeolite is a mixture of medium-pore zeolite TSVN with a pentasil structure and a wide-pore ultrastable zeolite USY. Content of acidic sites in the disclosed catalyst is in the range of 400-600 mcmol/g. The catalyst further contains a boron oxide or phosphorus oxide promoter. The disclosed catalyst has the following ratio of components, wt %: base metals - 7-12, noble metals - 0.1-1.0; zeolite mixture - 60-70; promoter - 0.5-4.0; aluminium oxide - up to 100. The invention also relates to a method for hydroisomerisation of oil stock in the presence of said catalyst. Chemistry. Disclosed catalyst and method for isomerisation of oil stock using said catalyst enable to obtain high-quality winter and arctic grade diesel fuels with high output.5 cl, 2 tbl, 4 ex"	""
"112"	"112"	"Patent Document 0002536585.zip"	"Catalyst, method of manufacturing thereof and process of diesel fuel hydroisomerisation CATALYST METHOD MANUFACTURE PROCESS DIESEL FUEL HYDROISOMERISATION Catalyst, method of manufacturing thereof and process of diesel fuel hydroisomerisation"	"Described is catalyst of hydroisomerisation, including zeolite of ZSM-23 type, palladium and aluminium oxide, containing components in the following concentrations, wt %: zeolite of ZSM-23- 50-80, palladium - not more than 0.6; boron 1.0-3.0; Al2O3 - the remaining part, which has pore volume not less than 0.25 cm3/g, specific surface not less than 150 m2/g, average diameter of pores not smaller than 4 nm. Method of catalyst preparation consists in soaking zeolite ZSM-23-containing carrier with boric acid solution with the following drying and calcinations, and further soaking with water solution of palladium nitrate with the following drying and calcinations. Described is process of hydroisomerisation of Diesel fuel, which contains not more than 30 ppm of sulphur, carried out at 320-340 degrees C, pressure 2.5-6.5 MPa, volume rate of raw material supply 2-6 h-1, volume ratio hydrogen/raw material - 200-600 nm3/m3 in presence of catalyst with given above composition. Chemistry. Obtaining catalyst, which makes it possible to carry out process of hydroisomerisation with obtaining Diesel fuels with lower pour point, with high output and cetane number.12 cl, 2 tbl, 4 ex Described is catalyst of hydroisomerisation, including zeolite of ZSM-23 type, palladium and aluminium oxide, containing components in the following concentrations, wt %: zeolite of ZSM-23- 50-80, palladium - not more than 0.6; boron 1.0-3.0; Al2O3 - the remaining part, which has pore volume not less than 0.25 cm3/g, specific surface not less than 150 m2/g, average diameter of pores not smaller than 4 nm. Method of catalyst preparation consists in soaking zeolite ZSM-23-containing carrier with boric acid solution with the following drying and calcinations, and further soaking with water solution of palladium nitrate with the following drying and calcinations. Described is process of hydroisomerisation of Diesel fuel, which contains not more than 30 ppm of sulphur, carried out at 320-340°C, pressure 2.5-6.5 MPa, volume rate of raw material supply 2-6 h-1, volume ratio hydrogen/raw material - 200-600 nm3/m3 in presence of catalyst with given above composition. Chemistry. Obtaining catalyst, which makes it possible to carry out process of hydroisomerisation with obtaining Diesel fuels with lower pour point, with high output and cetane number.12 cl, 2 tbl, 4 ex"	""
"113"	"113"	"Patent Document 0002540081.zip"	""	""	""
"114"	"114"	"Patent Document 0002545083.zip"	""	""	""
"115"	"115"	"Patent Document 0002547657.zip"	""	""	""
